,Ano,#,Especialidade,Local,Numero_Ordem
561,2016,562.0,Radiologia,"Centro Hospitalar do Algarve, E.P.E.",562.0
562,2016,563.0,Medicina Geral Familiar,ACES Grande Porto VII - Gaia - USF Camélias,563.0
563,2016,564.0,Neurorradiologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",564.0
564,2016,565.0,Reumatologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",565.0
565,2016,566.0,Pneumologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",566.0
566,2016,567.0,Anestesiologia,"Hospital Garcia de Orta, E.P.E.",567.0
567,2016,568.0,Ginecologia/Obstetricia,"Hospital Espírito Santo de Évora, E.P.E.",568.0
568,2016,569.0,Anestesiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",569.0
569,2016,570.0,Ortopedia,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",570.0
570,2016,571.0,Medicina Geral Familiar,ACES Lisboa Ocidental e Oeiras - USF Delta,571.0
571,2016,572.0,Medicina Geral Familiar,ACES Dão Lafões - USF Grão Vasco,572.0
572,2016,573.0,Endocrinologia/Nutrição,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",573.0
573,2016,574.0,Medicina Geral Familiar,ACES Grande Porto VIII - Espinho/Gaia - USF Anta,574.0
574,2016,575.0,,,575.0
575,2016,576.0,Medicina Geral Familiar,ACES Grande Porto IV - Póvoa de Varzim/Vila do Conde - USF Santa Clara,576.0
576,2016,577.0,Anestesiologia,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",577.0
577,2016,578.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",578.0
578,2016,579.0,Psiquiatria,"Centro Hospitalar de Lisboa Norte, E.P.E.",579.0
579,2016,580.0,Medicina Geral Familiar,Unidade de Saúde da Ilha de São Miguel - Centro de Saúde de Ribeira Grande - Sede,580.0
580,2016,581.0,Medicina Interna,"Centro Hospitalar do Porto, E.P.E.",581.0
581,2016,582.0,Radiologia,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",582.0
582,2016,583.0,Medicina Geral Familiar,ACES AVE - Famalicão - USF S. Miguel-O-Anjo,583.0
583,2016,584.0,Neurorradiologia,"Hospital Garcia de Orta, E.P.E.",584.0
584,2016,585.0,,,585.0
585,2016,586.0,Cirurgia Geral,"Centro Hospitalar de Setúbal, E.P.E.",586.0
586,2016,587.0,Medicina Geral Familiar,ACES Grande Porto VII - Gaia - USF S. André de Canidelo,587.0
587,2016,588.0,Cirurgia Geral,Hospital de Braga,588.0
588,2016,589.0,Endocrinologia/Nutrição,"Hospital Garcia de Orta, E.P.E.",589.0
589,2016,590.0,Oncologia Médica,"Instituto Português Oncologia de Coimbra Francisco Gentil, E.P.E.",590.0
590,2016,591.0,Psiquiatria,"Centro Hospitalar de São João, E.P.E.",591.0
591,2016,592.0,Psiquiatria,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",592.0
592,2016,593.0,Radiologia,"Hospital Espírito Santo de Évora, E.P.E.",593.0
593,2016,594.0,Medicina Geral Familiar,ACES Sintra - USF Alphamouro,594.0
594,2016,595.0,Psiquiatria Infância e Adolescência,"Hospital Garcia de Orta, E.P.E.",595.0
595,2016,596.0,Medicina Física Reabilitação,"Centro Hospitalar de Entre-Douro e Vouga, E.P.E.",596.0
596,2016,597.0,Psiquiatria,"Centro Hospitalar de Tondela - Viseu, E.P.E.",597.0
597,2016,598.0,Medicina Geral Familiar,ACES Grande Porto III - Maia/Valongo - USF Pirâmides,598.0
598,2016,599.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",599.0
599,2016,600.0,Pneumologia,"Centro Hospitalar Lisboa Central, E.P.E.",600.0
600,2016,601.0,Anestesiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",601.0
601,2016,602.0,Cirurgia Cardíaca,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",602.0
602,2016,603.0,Pneumologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",603.0
603,2016,604.0,Psiquiatria,"Unidade Local de Saúde do Alto Minho, E.P.E.",604.0
604,2016,605.0,Medicina Geral Familiar,ACES Grande Porto VIII - Espinho/Gaia - USF Nova Via,605.0
605,2016,606.0,Anestesiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",606.0
606,2016,607.0,Medicina Geral Familiar,ACES Grande Porto VIII - Espinho/Gaia - USF Anta,607.0
607,2016,608.0,Oncologia Médica,"Centro Hospitalar de Lisboa Norte, E.P.E.",608.0
608,2016,609.0,Psiquiatria Infância e Adolescência,"Centro Hospitalar Lisboa Central, E.P.E.",609.0
609,2016,610.0,Medicina Geral Familiar,ACES Grande Porto VI - Porto Oriental - USF Arca D´Água,610.0
610,2016,611.0,Anestesiologia,"Hospital Garcia de Orta, E.P.E.",611.0
611,2016,612.0,Oncologia Médica,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",612.0
612,2016,613.0,Cirurgia Pediátrica,"Centro Hospitalar Lisboa Central, E.P.E.",613.0
613,2016,614.0,Anestesiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",614.0
614,2016,615.0,Medicina Geral Familiar,ACES Grande Porto V - Porto Ocidental - USF Espaço Saúde,615.0
615,2016,616.0,Pneumologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",616.0
616,2016,617.0,Nefrologia,"Hospital Espírito Santo de Évora, E.P.E.",617.0
617,2016,618.0,Pediatria,"Centro Hospitalar do Porto, E.P.E.",618.0
618,2016,619.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",619.0
619,2016,620.0,Medicina Geral Familiar,ACES Grande Porto VIII - Espinho/Gaia - USF Anta,620.0
620,2016,621.0,Reumatologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",621.0
621,2016,622.0,Medicina Interna,"Centro Hospitalar do Porto, E.P.E.",622.0
622,2016,623.0,Psiquiatria,"Centro Hospitalar de Lisboa Norte, E.P.E.",623.0
623,2016,624.0,Anestesiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",624.0
624,2016,625.0,Medicina Interna,Hospital Beatriz Ângelo,625.0
625,2016,626.0,Medicina Física Reabilitação,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",626.0
626,2016,627.0,Cirurgia Geral,"Centro Hospitalar de Lisboa Norte, E.P.E.",627.0
627,2016,628.0,Endocrinologia/Nutrição,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",628.0
628,2016,629.0,Medicina Interna,"Unidade Local de Saúde de Matosinhos, E.P.E.",629.0
629,2016,630.0,Medicina Geral Familiar,ACES Douro II - Douro Sul - USF Almedina,630.0
630,2016,631.0,Pneumologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",631.0
631,2016,632.0,Anestesiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",632.0
632,2016,633.0,Oncologia Médica,"Centro Hospitalar do Porto, E.P.E.",633.0
633,2016,634.0,Medicina Geral Familiar,ACES Grande Porto VIII - Espinho/Gaia - USF Nova Via,634.0
634,2016,635.0,Hematologia Clínica,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",635.0
635,2016,636.0,Cirurgia Cardíaca,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",636.0
636,2016,637.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",637.0
637,2016,638.0,Pediatria,"Centro Hospitalar do Alto Ave, E.P.E.",638.0
638,2016,639.0,Medicina Física Reabilitação,"Centro Hospitalar do Porto, E.P.E.",639.0
639,2016,640.0,Medicina Geral Familiar,ACES Grande Porto VIII - Espinho/Gaia - USF Nova Via,640.0
640,2016,641.0,Anestesiologia,Hospital de Vila Franca de Xira,641.0
641,2016,642.0,Medicina Geral Familiar,ACES Grande Porto III - Maia/Valongo - USF Saúde em Família,642.0
642,2016,643.0,Anestesiologia,"Centro Hospitalar do Algarve, E.P.E.",643.0
643,2016,644.0,Cirurgia Geral,"Instituto Português Oncologia de Coimbra Francisco Gentil, E.P.E.",644.0
644,2016,645.0,Medicina Geral Familiar,"ULS Matosinhos, E.P.E. - USF Dunas",645.0
645,2016,646.0,Medicina Interna,"Unidade Local de Saúde de Matosinhos, E.P.E.",646.0
646,2016,647.0,Medicina Geral Familiar,ACES Pinhal Litoral - USF D. Dinis - Leiria,647.0
647,2016,648.0,Cirurgia Geral,"Centro Hospitalar do Porto, E.P.E.",648.0
648,2016,649.0,Cirurgia Geral,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",649.0
649,2016,650.0,Medicina Geral Familiar,ACES Cávado I - Braga - USF S. João de Braga,650.0
650,2016,651.0,Psiquiatria,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",651.0
651,2016,652.0,Medicina Geral Familiar,ACES Douro I - Marão e Douro Norte - USF Nova Mateus,652.0
652,2016,653.0,Medicina Geral Familiar,ACES Grande Porto V - Porto Ocidental - USF Ramalde,653.0
653,2016,654.0,Nefrologia,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",654.0
654,2016,655.0,Cirurgia Geral,"Centro Hospitalar do Tâmega e Sousa, E.P.E.",655.0
655,2016,656.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",656.0
656,2016,657.0,Anestesiologia,"Centro Hospitalar Lisboa Central, E.P.E.",657.0
657,2016,658.0,Psiquiatria,Centro Hospitalar Psiquiátrico de Lisboa,658.0
658,2016,659.0,Medicina Geral Familiar,ACES Grande Porto V - Porto Ocidental - USF Porto Douro,659.0
659,2016,660.0,Cirurgia Geral,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",660.0
660,2016,661.0,Medicina Geral Familiar,"ACES Baixo Vouga - USF Barrinha - Esmoriz, Ovar",661.0
661,2016,662.0,Neurocirurgia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",662.0
662,2016,663.0,Medicina Interna,"Unidade Local de Saúde de Matosinhos, E.P.E.",663.0
663,2016,664.0,Pediatria,Hospital da CUF Descobertas,664.0
664,2016,665.0,Psiquiatria,"Centro Hospitalar de Lisboa Norte, E.P.E.",665.0
665,2016,666.0,Cirurgia Geral,"Centro Hospitalar de Setúbal, E.P.E.",666.0
666,2016,667.0,Medicina Física Reabilitação,"Centro Hospitalar de Tondela - Viseu, E.P.E.",667.0
667,2016,668.0,Medicina Geral Familiar,ACES Cova da Beira - UCSP Covilhã,668.0
668,2016,669.0,Medicina Interna,"Centro Hospitalar Barreiro Montijo, E.P.E.",669.0
669,2016,670.0,Cirurgia Geral,"Centro Hospitalar do Porto, E.P.E.",670.0
670,2016,671.0,Anestesiologia,"Centro Hospitalar de Setúbal, E.P.E.",671.0
671,2016,672.0,Pneumologia,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",672.0
672,2016,673.0,Psiquiatria,Centro Hospitalar Psiquiátrico de Lisboa,673.0
673,2016,674.0,Oncologia Médica,"Centro Hospitalar de São João, E.P.E.",674.0
674,2016,675.0,Radiologia,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",675.0
675,2016,676.0,Medicina Geral Familiar,ACES Baixo Mondego - USF Briosa - CS Norton de Matos,676.0
676,2016,677.0,Hematologia Clínica,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",677.0
677,2016,678.0,Pneumologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",678.0
678,2016,679.0,Medicina Intensiva,"Centro Hospitalar de Entre-Douro e Vouga, E.P.E.",679.0
679,2016,680.0,Anestesiologia,"Centro Hospitalar do Algarve, E.P.E.",680.0
680,2016,681.0,Nefrologia,"Centro Hospitalar do Algarve, E.P.E.",681.0
681,2016,682.0,,,682.0
682,2016,683.0,Ginecologia/Obstetricia,Hospital Central do Funchal,683.0
683,2016,684.0,Cirurgia Geral,"Centro Hospitalar de Lisboa Norte, E.P.E.",684.0
684,2016,685.0,Medicina Intensiva,"Hospital Garcia de Orta, E.P.E.",685.0
685,2016,686.0,Medicina Interna,"Centro Hospitalar do Alto Ave, E.P.E.",686.0
686,2016,687.0,Medicina Interna,"Unidade Local de Saúde de Matosinhos, E.P.E.",687.0
687,2016,688.0,Oncologia Médica,"Centro Hospitalar de São João, E.P.E.",688.0
688,2016,689.0,Medicina Geral Familiar,ACES Lisboa Norte - USF do Parque,689.0
689,2016,690.0,Psiquiatria Infância e Adolescência,"Centro Hospitalar de Lisboa Norte, E.P.E.",690.0
690,2016,691.0,Medicina Geral Familiar,ACES Grande Porto III - Maia/Valongo - USF Ermesinde,691.0
691,2016,692.0,Endocrinologia/Nutrição,"Hospital Divino Espírito Santo de Ponta Delgada, E.P.E.",692.0
692,2016,693.0,Medicina Interna,"Unidade Local de Saúde de Matosinhos, E.P.E.",693.0
693,2016,694.0,Neurorradiologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",694.0
694,2016,695.0,Pediatria,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",695.0
695,2016,696.0,Nefrologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",696.0
696,2016,697.0,Doenças Infecciosas,"Centro Hospitalar do Porto, E.P.E.",697.0
697,2016,698.0,Medicina Geral Familiar,ACES Cávado I - Braga - USF Maxi Saúde,698.0
698,2016,699.0,Medicina Geral Familiar,ACES Cávado III - Barcelos/Esposende - USF Esposende Norte,699.0
699,2016,700.0,Medicina Geral Familiar,ACES Cávado I - Braga - USF Mais Carandá,700.0
700,2016,701.0,,,701.0
701,2016,702.0,Cirurgia Geral,"Hospital Distrital Figueira da Foz, E.P.E.",702.0
702,2016,703.0,Pediatria,"Centro Hospitalar do Porto, E.P.E.",703.0
703,2016,704.0,Pediatria,Hospital Central do Funchal,704.0
704,2016,705.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",705.0
705,2016,706.0,Cirurgia Geral,"Unidade Local de Saúde do Alto Minho, E.P.E.",706.0
706,2016,707.0,Cirurgia Geral,"Centro Hospitalar de Leiria, E.P.E.",707.0
707,2016,708.0,Anestesiologia,Hospital Central do Funchal,708.0
708,2016,709.0,Neurologia,"Centro Hospitalar do Algarve, E.P.E.",709.0
709,2016,710.0,Medicina Física Reabilitação,"Centro Hospitalar do Porto, E.P.E.",710.0
710,2016,711.0,Pneumologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",711.0
711,2016,712.0,Pneumologia,"Centro Hospitalar da Cova da Beira, E.P.E.",712.0
712,2016,713.0,Medicina Geral Familiar,ACES Algarve I - Algarve Central - USF Ria Formosa - Faro,713.0
713,2016,714.0,Medicina Intensiva,"Centro Hospitalar de Lisboa Norte, E.P.E.",714.0
714,2016,715.0,Oncologia Médica,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",715.0
715,2016,716.0,Pediatria,HPP Hospital de Cascais,716.0
716,2016,717.0,Medicina Física Reabilitação,Hospital Central do Funchal,717.0
717,2016,718.0,,,718.0
718,2016,719.0,Medicina Geral Familiar,ACES Lisboa Norte - USF das Conchas,719.0
719,2016,720.0,Psiquiatria,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",720.0
720,2016,721.0,Hematologia Clínica,"Centro Hospitalar de São João, E.P.E.",721.0
721,2016,722.0,Medicina Interna,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",722.0
722,2016,723.0,Medicina Geral Familiar,ACES Loures/ Odivelas - USF Travessa da Saúde,723.0
723,2016,724.0,Medicina Interna,Hospital de Braga,724.0
724,2016,725.0,Neurorradiologia,"Centro Hospitalar de Lisboa Norte, E.P.E.",725.0
725,2016,726.0,Pediatria,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",726.0
726,2016,727.0,Medicina Interna,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",727.0
727,2016,728.0,Pediatria,"Centro Hospitalar Lisboa Central, E.P.E.",728.0
728,2016,729.0,Pediatria,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",729.0
729,2016,730.0,Pediatria,"Centro Hospitalar de Lisboa Norte, E.P.E.",730.0
730,2016,731.0,Cirurgia Geral,"Centro Hospitalar de Lisboa Norte, E.P.E.",731.0
731,2016,732.0,,,732.0
732,2016,733.0,Medicina Geral Familiar,ACES Alto Ave - Guimarães/Vizela/Terras de Basto - USF Physis,733.0
733,2016,734.0,Pediatria,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",734.0
734,2016,735.0,Hematologia Clínica,"Centro Hospitalar do Porto, E.P.E.",735.0
735,2016,736.0,Medicina Geral Familiar,ACES Cávado II - Gerês/Cabreira - USF Pró-Saúde,736.0
736,2016,737.0,Cirurgia Torácica,"Centro Hospitalar de Lisboa Norte, E.P.E.",737.0
737,2016,738.0,Medicina Geral Familiar,ACES Grande Porto V - Porto Ocidental - USF Espaço Saúde,738.0
738,2016,739.0,Anatomia Patológica,"Centro Hospitalar de São João, E.P.E.",739.0
739,2016,740.0,Pneumologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",740.0
740,2016,741.0,Medicina Física Reabilitação,Hospital de Braga,741.0
741,2016,742.0,Medicina Nuclear,"Centro Hospitalar de São João, E.P.E.",742.0
742,2016,743.0,Medicina Geral Familiar,ACES Dão Lafões - USF Grão Vasco,743.0
743,2016,744.0,Psiquiatria,Centro Hospitalar Psiquiátrico de Lisboa,744.0
744,2016,745.0,Pediatria,"Centro Hospitalar do Porto, E.P.E.",745.0
745,2016,746.0,Imunoalergologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",746.0
746,2016,747.0,Medicina Física Reabilitação,"Centro Hospitalar do Alto Ave, E.P.E.",747.0
747,2016,748.0,Medicina Física Reabilitação,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",748.0
748,2016,749.0,Medicina Física Reabilitação,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,749.0
749,2016,750.0,Medicina Geral Familiar,ACES Grande Porto II - Gondomar - USF Renascer,750.0
750,2016,751.0,Doenças Infecciosas,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",751.0
751,2016,752.0,Medicina Física Reabilitação,Centro Medicina de Reabilitação da Região Centro Rovisco Pais,752.0
752,2016,753.0,Medicina Geral Familiar,ACES Baixo Mondego - USF Condeixa,753.0
753,2016,754.0,Medicina Intensiva,"Centro Hospitalar Lisboa Central, E.P.E.",754.0
754,2016,755.0,Pediatria,"Centro Hospitalar do Porto, E.P.E.",755.0
755,2016,756.0,Oncologia Médica,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",756.0
756,2016,757.0,Medicina Interna,"Centro Hospitalar Lisboa Central, E.P.E.",757.0
757,2016,758.0,Pneumologia,"Centro Hospitalar Barreiro Montijo, E.P.E.",758.0
758,2016,759.0,Cirurgia Geral,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",759.0
759,2016,760.0,Medicina Física Reabilitação,"Centro Hospitalar do Algarve, E.P.E.",760.0
760,2016,761.0,Medicina Geral Familiar,ACES Grande Porto II - Gondomar - USF Nascente,761.0
761,2016,762.0,,,762.0
762,2016,763.0,Psiquiatria,Hospital Beatriz Ângelo,763.0
763,2016,764.0,Medicina Geral Familiar,"ULS Norte Alentejano, E.P.E. - USF Amoreira",764.0
764,2016,765.0,Nefrologia,"Unidade Local de Saúde de Castelo Branco, E.P.E.",765.0
765,2016,766.0,Cardiologia Pediátrica,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",766.0
766,2016,767.0,Cirurgia Geral,"Centro Hospitalar de Tondela - Viseu, E.P.E.",767.0
767,2016,768.0,Medicina Geral Familiar,ACES Lisboa Ocidental e Oeiras - USF São Julião de Oeiras,768.0
768,2016,769.0,Psiquiatria,Centro Hospitalar Psiquiátrico de Lisboa,769.0
769,2016,770.0,Medicina Geral Familiar,ACES Sintra - USF Alphamouro,770.0
770,2016,771.0,,,771.0
771,2016,772.0,Medicina Interna,"Unidade Local de Saúde do Alto Minho, E.P.E.",772.0
772,2016,773.0,Cirurgia Geral,"Centro Hospitalar de Leiria, E.P.E.",773.0
773,2016,774.0,Medicina Geral Familiar,ACES Cávado I - Braga - USF S. João de Braga,774.0
774,2016,775.0,Medicina Intensiva,"Centro Hospitalar Vila Nova de Gaia/Espinho, E.P.E.",775.0
775,2016,776.0,Pediatria,"Centro Hospitalar de São João, E.P.E.",776.0
776,2016,777.0,Doenças Infecciosas,"Centro Hospitalar do Porto, E.P.E.",777.0
777,2016,778.0,Pneumologia,"Centro Hospitalar de Tondela - Viseu, E.P.E.",778.0
778,2016,779.0,Medicina Interna,"Centro Hospitalar de Entre-Douro e Vouga, E.P.E.",779.0
779,2016,780.0,Medicina Física Reabilitação,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",780.0
780,2016,781.0,Medicina Geral Familiar,ACES Grande Porto II - Gondomar - USF Valbom,781.0
781,2016,782.0,Medicina Interna,Hospital da Arrábida,782.0
782,2016,783.0,Medicina Geral Familiar,"ULS Matosinhos, E.P.E. - USF Infesta",783.0
783,2016,784.0,Pediatria,"Centro Hospitalar de São João, E.P.E.",784.0
784,2016,785.0,Pediatria,"Centro Hospitalar de São João, E.P.E.",785.0
785,2016,786.0,Medicina Interna,Hospital de Braga,786.0
786,2016,787.0,Medicina Geral Familiar,ACES Baixo Vouga - USF Santa Joana - Aveiro,787.0
787,2016,788.0,Cirurgia Geral,"Centro Hospitalar do Baixo Vouga, E.P.E.",788.0
788,2016,789.0,Oncologia Médica,"Centro Hospitalar Lisboa Central, E.P.E.",789.0
789,2016,790.0,Radioncologia,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",790.0
790,2016,791.0,Pediatria,"Centro Hospitalar Lisboa Central, E.P.E.",791.0
791,2016,792.0,Oncologia Médica,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",792.0
792,2016,793.0,Medicina Nuclear,"Instituto Português Oncologia de Lisboa Francisco Gentil, E.P.E.",793.0
793,2016,794.0,Pediatria,"Centro Hospitalar Lisboa Central, E.P.E.",794.0
794,2016,795.0,Psiquiatria,Centro Hospitalar Psiquiátrico de Lisboa,795.0
795,2016,796.0,Pneumologia,"Centro Hospitalar de Setúbal, E.P.E.",796.0
796,2016,797.0,Pediatria,Hospital de Vila Franca de Xira,797.0
797,2016,798.0,Imunoalergologia,Hospital da CUF Descobertas,798.0
798,2016,799.0,Pediatria,"Centro Hospitalar Lisboa Central, E.P.E.",799.0
799,2016,800.0,Medicina Física Reabilitação,"Hospital Prof. Dr. Fernando Fonseca, E.P.E.",800.0
800,2016,801.0,Medicina Geral Familiar,ACES Grande Porto II - Gondomar - USF Fânzeres,801.0
801,2016,802.0,Medicina Interna,"Centro Hospitalar de Lisboa Ocidental, E.P.E.",802.0
802,2016,803.0,Medicina Geral Familiar,ACES Tâmega I - Baixo Tâmega - USF Alpendorada,803.0
803,2016,804.0,Medicina Geral Familiar,ACES Almada/ Seixal - USF São João do Pragal,804.0
804,2016,805.0,Imunoalergologia,"Centro Hospitalar de São João, E.P.E.",805.0
805,2016,806.0,Pneumologia,"Hospital Garcia de Orta, E.P.E.",806.0
806,2016,807.0,Cirurgia Geral,"Centro Hospitalar de Tondela - Viseu, E.P.E.",807.0
807,2016,808.0,Medicina Geral Familiar,ACES Lisboa Central - USF do Arco,808.0
808,2016,809.0,Nefrologia,"Centro Hospitalar do Médio Tejo, E.P.E.",809.0
809,2016,810.0,Cirurgia Geral,"Centro Hospitalar de Trás-os-Montes e Alto Douro, E.P.E.",810.0
810,2016,811.0,Pneumologia,"Centro Hospitalar de Leiria, E.P.E.",811.0
811,2016,812.0,Pneumologia,"Centro Hospitalar e Universitário de Coimbra, E.P.E.",812.0
812,2016,813.0,Psiquiatria Infância e Adolescência,"Centro Hospitalar do Porto, E.P.E.",813.0
813,2016,814.0,Medicina Geral Familiar,ACES Dão Lafões - USF Viseu cidade,814.0
